epoch,acc,loss,lr,val_acc,val_loss
0,0.943327172939,0.130419059034,0.002,0.853087797619,0.454807481817
1,0.979145665323,0.0556434332039,0.002,0.985584077381,0.039478291093
2,0.985412466398,0.0393625448243,0.002,0.936644345238,0.206967293066
3,0.987151377688,0.0340424900855,0.002,0.975725446429,0.0737206203553
4,0.988468862007,0.0307126491031,0.002,0.627492559524,2.57113555301
5,0.989366319444,0.0289187956817,0.002,0.75704985119,1.29237150859
6,0.989635136649,0.0275143400164,0.002,0.989508928571,0.0267625602595
7,0.990223174283,0.0261436736027,0.002,0.990941220238,0.0224599553537
8,0.990591397849,0.0253192124468,0.002,0.989936755952,0.0288067748238
9,0.990742607527,0.0245594069097,0.002,0.989787946429,0.0345509171278
10,0.991147233423,0.023766203824,0.002,0.984933035714,0.0456836802827
11,0.991145833333,0.0238445756451,0.002,0.990401785714,0.0249452000872
12,0.991322244624,0.0231585626695,0.002,0.991685267857,0.0215350691807
13,0.991518257168,0.02312346942,0.002,0.991908482143,0.0236029103415
14,0.991739471326,0.0223640610483,0.002,0.992522321429,0.0194828232323
15,0.991983086918,0.0216792013535,0.002,0.992113095238,0.0211157249992
16,0.991775873656,0.0222491362472,0.002,0.991499255952,0.0204200277477
17,0.992104894713,0.0212154336966,0.002,0.982905505952,0.0530408010868
18,0.992148297491,0.0212114399633,0.002,0.983296130952,0.0581013827113
19,0.992179099462,0.0213990438724,0.002,0.989285714286,0.0245018533106
20,0.992452116935,0.020495648188,0.002,0.992001488095,0.0279443415409
21,0.99233030914,0.0205537410751,0.002,0.992708333333,0.0208885665266
22,0.99240171371,0.0201074908034,0.002,0.992782738095,0.0187275288095
23,0.992564124104,0.0202480077411,0.002,0.991703869048,0.0215337025614
24,0.992645329301,0.0198100994373,0.002,0.98439360119,0.0516394774095
25,0.992580925179,0.0202216711739,0.002,0.925,0.269161937753
26,0.99279093862,0.0196515718904,0.002,0.992131696429,0.0211474334374
27,0.992778337814,0.0197790167912,0.002,0.993619791667,0.0200998891505
28,0.992692932348,0.0200162525811,0.002,0.993619791667,0.0166024630632
29,0.992692932348,0.0199302338094,0.002,0.989211309524,0.0346061058042
30,0.992810539875,0.0194029286723,0.002,0.993284970238,0.0187309602678
31,0.992793738799,0.0194196878322,0.002,0.993415178571,0.0211120379009
32,0.992894545251,0.0196221349482,0.002,0.9890625,0.0310187345878
33,0.992939348118,0.0195470106262,0.002,0.993452380952,0.0183332830842
34,0.992951948925,0.0190980421207,0.002,0.994084821429,0.0171746337146
35,0.992964549731,0.0193785508746,0.002,0.979427083333,0.054640723823
36,0.993054155466,0.0187260863065,0.002,0.992745535714,0.0242031373079
37,0.993139560932,0.0186826875561,0.002,0.987574404762,0.0431537806686
38,0.992977150538,0.0195991669296,0.002,0.993117559524,0.0225172708967
39,0.993187163978,0.0189213719665,0.002,0.990941220238,0.0335435159359
40,0.992995351703,0.0194991930934,0.002,0.992224702381,0.0313278854949
41,0.993184363799,0.0193951828175,0.002,0.991369047619,0.030196202237
42,0.993069556452,0.0194338150109,0.002,0.994066220238,0.0164916979261
43,0.994129424283,0.0154511369157,0.001,0.994773065476,0.0152241958966
44,0.994233030914,0.0154957236979,0.001,0.994735863095,0.0167458155771
45,0.994312836022,0.0151487058251,0.001,0.993805803571,0.0170347574005
46,0.994325436828,0.0149285601898,0.001,0.993080357143,0.0282688447928
47,0.994303035394,0.0149419063148,0.001,0.993861607143,0.0213780043501
48,0.994339437724,0.0150346161228,0.001,0.993043154762,0.0357849795111
49,0.994503248208,0.0146689620587,0.001,0.991610863095,0.0430148720604
50,0.994213429659,0.0157109234575,0.001,0.994252232143,0.022856918647
51,0.99446124552,0.0148245976004,0.001,0.994568452381,0.0195146849688
52,0.994914874552,0.0134005374581,0.0005,0.992094494048,0.0303384263953
53,0.994969478047,0.0131367291947,0.0005,0.994215029762,0.0262751148008
54,0.994966677867,0.0131711575034,0.0005,0.994456845238,0.0272691654023
55,0.995068884409,0.0130662623806,0.0005,0.993080357143,0.0448140582534
56,0.995066084229,0.0132628684989,0.0005,0.993136160714,0.0394830582923
57,0.995070284498,0.0129115131092,0.0005,0.993656994048,0.0216588967171
58,0.995049283154,0.0130830738394,0.0005,0.993489583333,0.0259863790653
59,0.995372703853,0.0122084242425,0.00025,0.99454985119,0.0235199755155
