epoch,acc,loss,lr,val_acc,val_loss
0,0.891313844086,0.232088589008,0.002,0.911904761905,0.184816993458
1,0.912843021953,0.175678782081,0.002,0.916331845238,0.157334331583
2,0.917606126792,0.16450730798,0.002,0.919308035714,0.154771156265
3,0.920194892473,0.157401929805,0.002,0.925911458333,0.149054012785
4,0.922064012097,0.154081843652,0.002,0.930989583333,0.139324078735
5,0.924542170699,0.14883925973,0.002,0.928590029762,0.155324611057
6,0.92535562276,0.147450327202,0.002,0.929408482143,0.13610302923
7,0.926582101254,0.144586872587,0.002,0.927157738095,0.145827354931
8,0.928192204301,0.142091565354,0.002,0.933854166667,0.138746177915
9,0.928333613351,0.142282036904,0.002,0.936365327381,0.125751929096
10,0.929632896505,0.138870338835,0.002,0.931752232143,0.156804362649
11,0.929896113351,0.138584876395,0.002,0.916703869048,0.297267896012
12,0.930675963262,0.13759848152,0.002,0.907161458333,0.175827543859
13,0.931266801075,0.136649251049,0.002,0.936179315476,0.14396204137
14,0.931483814964,0.135974700912,0.002,0.936235119048,0.131851731876
15,0.932109655018,0.136543491516,0.002,0.932645089286,0.135383255731
16,0.932724294355,0.134722569844,0.002,0.936960565476,0.13516631645
17,0.932571684588,0.135373818294,0.002,0.913709077381,0.149229193842
18,0.933743559588,0.133815986419,0.002,0.917652529762,0.179134287228
19,0.933001512097,0.136218722596,0.002,0.933854166667,0.132849391929
20,0.933987175179,0.133695187738,0.002,0.921651785714,0.143606150297
21,0.934310595878,0.13289396333,0.002,0.940383184524,0.116679339364
22,0.934190188172,0.135679073831,0.002,0.920405505952,0.15017084472
23,0.935348062276,0.132164483557,0.002,0.934058779762,0.124704343708
24,0.935245855735,0.131198388703,0.002,0.938318452381,0.133532546494
25,0.935923499104,0.132772172378,0.002,0.943508184524,0.116589923766
26,0.93636452733,0.128474072026,0.002,0.945200892857,0.121983886129
27,0.935798891129,0.13310817225,0.002,0.940085565476,0.119054533933
28,0.936521337366,0.131284955963,0.002,0.940755208333,0.121988972327
29,0.936882560484,0.1295374759,0.002,0.902436755952,0.208388560234
30,0.936630544355,0.130203038053,0.002,0.93630952381,0.134875168057
31,0.935709285394,0.133090604801,0.002,0.941964285714,0.136005788299
32,0.937733814964,0.130146642765,0.002,0.922321428571,0.129139145954
33,0.937187780018,0.131158743273,0.002,0.915066964286,0.161953795067
34,0.936658546147,0.13278684466,0.002,0.932198660714,0.148485786889
35,0.953917450717,0.0943310626464,0.0002,0.953701636905,0.0965645427588
36,0.956230398746,0.0893976134202,0.0002,0.956733630952,0.0934998142677
37,0.957505880376,0.0865896508848,0.0002,0.956045386905,0.0914071433141
38,0.958768761201,0.0844887409231,0.0002,0.959523809524,0.0866024840002
39,0.959933635753,0.0829246399612,0.0002,0.957310267857,0.089295048311
40,0.960856294803,0.0808282321838,0.0002,0.958630952381,0.0877438098425
41,0.96154093862,0.0793583720155,0.0002,0.961086309524,0.0821224428045
42,0.962201780914,0.0781837669176,0.0002,0.960639880952,0.0850809474659
43,0.96239499328,0.0781072756313,0.0002,0.962574404762,0.0802502184211
44,0.96313844086,0.0767264299643,0.0002,0.961644345238,0.0828440542998
45,0.963258848566,0.0764333827015,0.0002,0.960230654762,0.0850434453326
46,0.963552867384,0.0757747292992,0.0002,0.962611607143,0.0837579258418
47,0.964038698477,0.0751640179757,0.0002,0.962406994048,0.0813511900776
48,0.964334117384,0.0746165016776,0.0002,0.960305059524,0.082715381731
49,0.964721942204,0.074051423045,0.0002,0.961662946429,0.0867837028872
50,0.964677139337,0.0738262316715,0.0002,0.965383184524,0.0768172037577
51,0.965151769713,0.0730224612832,0.0002,0.966536458333,0.0756201001014
52,0.96530577957,0.0729650639446,0.0002,0.966685267857,0.0775390582309
53,0.965582997312,0.0723103148661,0.0002,0.964453125,0.0785113073181
54,0.965625,0.0724182296777,0.0002,0.956194196429,0.100523486186
55,0.966183635753,0.0715638380628,0.0002,0.966294642857,0.0774641326274
56,0.966145833333,0.071643918653,0.0002,0.966945684524,0.0759572196419
57,0.966546258961,0.070853920034,0.0002,0.962295386905,0.0887749147151
58,0.966466453853,0.0707838710762,0.0002,0.966331845238,0.0763107090264
59,0.966593862007,0.0708001489162,0.0002,0.961625744048,0.0911156851039
60,0.966873879928,0.0702979519183,0.0002,0.96837797619,0.0732157837763
61,0.966914482527,0.0701031659558,0.0002,0.964136904762,0.0780457161634
62,0.967156698029,0.0697454061122,0.0002,0.956045386905,0.0961534093849
63,0.967109094982,0.0698853751945,0.0002,0.966331845238,0.0781920795768
64,0.967484318996,0.0687524839742,0.0002,0.966276041667,0.077767255822
65,0.967712533602,0.0685991284224,0.0002,0.966313244048,0.0774223840873
66,0.967247703853,0.0693576715804,0.0002,0.968619791667,0.0732391838591
67,0.967835741487,0.0681596665594,0.0002,0.967540922619,0.0732489681374
68,0.9676859319,0.0683621931703,0.0002,0.964713541667,0.0776233095609
69,0.96793374776,0.0682221918693,0.0002,0.966573660714,0.0759094428297
