epoch,acc,loss,lr,val_acc,val_loss
0,0.890309979839,0.277153154697,0.002,0.969494047619,0.0786495479001
1,0.976412690412,0.0618628739738,0.002,0.984040178571,0.0411794771711
2,0.983355734767,0.0433686681746,0.002,0.988076636905,0.03191141504
3,0.985460069444,0.0375869134204,0.002,0.98984375,0.0263319533746
4,0.98618531586,0.0366886486108,0.002,0.987462797619,0.0346015311474
5,0.986483534946,0.0357981419764,0.002,0.988523065476,0.0320202768855
6,0.987626008065,0.0330480609983,0.002,0.988727678571,0.0292606482012
7,0.987708613351,0.0334647548813,0.002,0.989025297619,0.0288053334713
8,0.987051971326,0.039240632149,0.002,0.9890625,0.0265814705758
9,0.988268649194,0.032007836477,0.002,0.991741071429,0.0209780216714
10,0.986934363799,0.0368716845013,0.002,0.991536458333,0.0232168389359
11,0.986769153226,0.0419537909247,0.002,0.990680803571,0.0241974252585
12,0.987976030466,0.0354035402364,0.002,0.990662202381,0.0254980941215
13,0.987359991039,0.0393240347929,0.002,0.99064360119,0.0251344232094
14,0.986244119624,0.0442926560824,0.002,0.986681547619,0.03782554714
15,0.986935763889,0.041362502272,0.002,0.986681547619,0.0443389729866
16,0.983607750896,0.0631847140848,0.002,0.980003720238,0.137974320987
17,0.969653057796,0.103338849183,0.002,0.980505952381,0.0676729228525
18,0.988418458781,0.0333712423081,0.001,0.990662202381,0.0259127162003
19,0.990147569444,0.0286260247306,0.001,0.991071428571,0.0345281778169
20,0.988691476254,0.0366660136689,0.001,0.991852678571,0.0240769133324
21,0.989748543907,0.0328481031435,0.001,0.991796875,0.02523040445
22,0.98884828629,0.0324310124836,0.001,0.991127232143,0.0267534484706
23,0.990209173387,0.0317010884592,0.001,0.986625744048,0.0576686933221
24,0.989660338262,0.0300366328423,0.001,0.99220610119,0.0218357625233
25,0.98909890233,0.0370478427976,0.001,0.992150297619,0.0214388589906
26,0.990571796595,0.0284517098512,0.001,0.992410714286,0.0218939899101
27,0.989978158602,0.0336440992962,0.001,0.991834077381,0.0210725692141
28,0.990637600806,0.0284945419654,0.001,0.991871279762,0.0247425523212
29,0.990274977599,0.0297875802276,0.001,0.991517857143,0.0256662106152
30,0.987701612903,0.0439284688596,0.001,0.991257440476,0.0318546254491
31,0.990036962366,0.0325338849427,0.001,0.992280505952,0.022802117911
32,0.98796202957,0.0461883545738,0.001,0.992057291667,0.0248621659464
33,0.988260248656,0.0425906034078,0.001,0.990048363095,0.0317040354381
34,0.988445060484,0.0376531416215,0.001,0.991759672619,0.0223635629816
35,0.99108562948,0.0322138139266,0.0005,0.992224702381,0.0305903752443
36,0.991389448925,0.0314095627055,0.0005,0.978869047619,0.0649923053546
37,0.990863015233,0.0384025717661,0.0005,0.991629464286,0.0332253167371
38,0.991509856631,0.031484131701,0.0005,0.990401785714,0.0519076674773
39,0.988827284946,0.0708528518679,0.0005,0.991722470238,0.0379151586631
40,0.98906109991,0.0712655277079,0.0005,0.986979166667,0.11668032921
41,0.990963821685,0.0358309588359,0.0005,0.991908482143,0.0270083087165
42,0.992264504928,0.0254717452445,0.00025,0.992931547619,0.0282401994167
43,0.99201108871,0.0363771884518,0.00025,0.990271577381,0.0701394445093
44,0.990935819892,0.0522818508874,0.00025,0.991889880952,0.0396582423547
45,0.990146169355,0.0665357902488,0.00025,0.990085565476,0.0725877874446
46,0.990298779122,0.0665075445145,0.00025,0.992708333333,0.0336707478303
47,0.991676467294,0.0436071287036,0.00025,0.991052827381,0.0581285382986
48,0.99083641353,0.0567710306272,0.00025,0.991443452381,0.0561588889696
49,0.990099966398,0.0653851033774,0.00025,0.990308779762,0.0677669722953
50,0.988825884857,0.0914226831805,0.00025,0.986830357143,0.116867175371
51,0.986602542563,0.13257985695,0.000125,0.984244791667,0.167519195575
52,0.984669018817,0.1609502866,0.000125,0.986290922619,0.138411982958
53,0.99179827509,0.0440182219236,0.000125,0.99220610119,0.0444989223378
54,0.99225890457,0.0394738083378,0.000125,0.992150297619,0.0351354040519
55,0.991642865143,0.0504129601441,0.000125,0.990941220238,0.0629891309511
56,0.990039762545,0.0758627250412,0.000125,0.990308779762,0.0796697838389
57,0.992804939516,0.0324082393738,0.000125,0.993210565476,0.0294684486745
58,0.993010752688,0.0291955896277,0.000125,0.993266369048,0.0203235784433
59,0.993787802419,0.0173219258418,0.000125,0.99373139881,0.0196334511176
